Vehicle_ID,Model_Year,Brand,Model,Electric_Vehicle_Type,CAFV_Eligibility,Electric_Range,Base_MSRP,Vehicle_Age,Price_Category,Range_Category,Vehicle_Type
110433,2020,Ather Energy,Kona Ev,BEV,Not Eligible,332,947035,6,Budget,Medium,4 Wheeler
110434,2020,Mahindra Electric,Kona Ev,BEV,Eligible,166,4165548,6,Premium,Short,4 Wheeler
110435,2020,Ather Energy,Atto 3,PHEV,Eligible,284,1192677,6,Budget,Medium,4 Wheeler
110436,2020,Byd India,450X,BEV,Eligible,302,1429835,6,Budget,Medium,2 Wheeler
110437,2020,Byd India,Iqube,BEV,Eligible,363,1630604,6,Midrange,Medium,2 Wheeler
110438,2020,Byd India,Nexon Ev,BEV,Eligible,415,2381116,6,Midrange,Long,4 Wheeler
110439,2020,Hyundai Ev,Kona Ev,BEV,Eligible,449,3801610,6,Premium,Long,4 Wheeler
110440,2020,Ather Energy,S1 Pro,BEV,Eligible,128,1704856,6,Midrange,Short,2 Wheeler
110441,2020,Hyundai Ev,Nexon Ev,BEV,Eligible,198,3643009,6,Premium,Short,4 Wheeler
110442,2020,Mahindra Electric,Atto 3,BEV,Eligible,435,2067583,6,Midrange,Long,4 Wheeler
110443,2020,Hyundai Ev,Kona Ev,BEV,Eligible,319,2527173,6,Midrange,Medium,4 Wheeler
110444,2020,Mahindra Electric,Nexon Ev,BEV,Eligible,289,2284660,6,Midrange,Medium,4 Wheeler
110445,2020,Tata Motors,Xuv400,BEV,Not Eligible,444,2457273,6,Midrange,Long,4 Wheeler
110446,2020,Tvs Motor,450X,BEV,Eligible,258,3464152,6,Premium,Medium,2 Wheeler
110447,2020,Mahindra Electric,Zs Ev,BEV,Not Eligible,286,1757198,6,Midrange,Medium,4 Wheeler
110448,2020,Mahindra Electric,Kona Ev,BEV,Eligible,360,2724281,6,Midrange,Medium,4 Wheeler
110449,2020,Ather Energy,Kona Ev,BEV,Eligible,453,2507227,6,Midrange,Long,4 Wheeler
110450,2020,Mahindra Electric,Xuv400,BEV,Not Eligible,210,2565464,6,Midrange,Medium,4 Wheeler
110451,2020,Ather Energy,Zs Ev,BEV,Eligible,124,2778072,6,Midrange,Short,4 Wheeler
110452,2020,Ather Energy,Iqube,BEV,Eligible,498,1099698,6,Budget,Long,2 Wheeler
110453,2020,Mahindra Electric,S1 Pro,BEV,Eligible,475,4021570,6,Premium,Long,2 Wheeler
110454,2020,Tvs Motor,Iqube,PHEV,Eligible,316,1345141,6,Budget,Medium,2 Wheeler
110455,2020,Tvs Motor,450X,BEV,Eligible,251,3072365,6,Premium,Medium,2 Wheeler
110456,2020,Mahindra Electric,Zs Ev,BEV,Eligible,375,1659116,6,Midrange,Medium,4 Wheeler
110457,2020,Mg Motor India,450X,BEV,Eligible,81,4050240,6,Premium,Short,2 Wheeler
110458,2020,Tvs Motor,Xuv400,BEV,Eligible,212,2230418,6,Midrange,Medium,4 Wheeler
110459,2020,Hyundai Ev,Nexon Ev,BEV,Eligible,243,4094235,6,Premium,Medium,4 Wheeler
110460,2020,Tata Motors,Kona Ev,BEV,Eligible,267,2994675,6,Midrange,Medium,4 Wheeler
110461,2020,Mg Motor India,Iqube,BEV,Not Eligible,325,1466477,6,Budget,Medium,2 Wheeler
110462,2020,Byd India,Atto 3,BEV,Eligible,468,2809191,6,Midrange,Long,4 Wheeler
110463,2020,Byd India,Atto 3,BEV,Not Eligible,317,973642,6,Budget,Medium,4 Wheeler
110464,2020,Mg Motor India,Kona Ev,BEV,Not Eligible,219,1969707,6,Midrange,Medium,4 Wheeler
110465,2020,Hyundai Ev,S1 Pro,BEV,Eligible,326,2449981,6,Midrange,Medium,2 Wheeler
110466,2020,Tvs Motor,Xuv400,BEV,Not Eligible,235,1165522,6,Budget,Medium,4 Wheeler
110467,2020,Mg Motor India,Xuv400,BEV,Not Eligible,358,2506026,6,Midrange,Medium,4 Wheeler
110468,2020,Ola Electric,S1 Pro,BEV,Eligible,171,4070767,6,Premium,Short,2 Wheeler
110469,2020,Tvs Motor,Kona Ev,BEV,Eligible,405,2929275,6,Midrange,Long,4 Wheeler
110470,2020,Mg Motor India,Atto 3,BEV,Eligible,229,989501,6,Budget,Medium,4 Wheeler
110471,2020,Ather Energy,Kona Ev,BEV,Eligible,133,2034519,6,Midrange,Short,4 Wheeler
110472,2020,Tata Motors,Iqube,BEV,Eligible,516,1511447,6,Midrange,Long,2 Wheeler
110473,2020,Byd India,Xuv400,BEV,Eligible,380,4055513,6,Premium,Medium,4 Wheeler
110474,2020,Hyundai Ev,Nexon Ev,BEV,Not Eligible,187,2180899,6,Midrange,Short,4 Wheeler
110475,2020,Tata Motors,Atto 3,BEV,Eligible,161,3630591,6,Premium,Short,4 Wheeler
110476,2020,Tata Motors,S1 Pro,PHEV,Eligible,486,2764332,6,Midrange,Long,2 Wheeler
110477,2020,Tata Motors,Xuv400,BEV,Eligible,512,1316191,6,Budget,Long,4 Wheeler
110478,2020,Mg Motor India,S1 Pro,BEV,Eligible,138,2151503,6,Midrange,Short,2 Wheeler
110479,2020,Mg Motor India,Xuv400,BEV,Eligible,440,4113053,6,Premium,Long,4 Wheeler
110480,2020,Mahindra Electric,Nexon Ev,BEV,Not Eligible,254,3916253,6,Premium,Medium,4 Wheeler
110481,2020,Ola Electric,Zs Ev,BEV,Eligible,441,2271428,6,Midrange,Long,4 Wheeler
110482,2020,Mg Motor India,Iqube,BEV,Not Eligible,241,2909380,6,Midrange,Medium,2 Wheeler
110483,2020,Hyundai Ev,Atto 3,BEV,Eligible,93,2226955,6,Midrange,Short,4 Wheeler
110484,2020,Mahindra Electric,Xuv400,BEV,Not Eligible,212,3774000,6,Premium,Medium,4 Wheeler
110485,2020,Byd India,Iqube,BEV,Eligible,321,4052790,6,Premium,Medium,2 Wheeler
110486,2020,Hyundai Ev,S1 Pro,BEV,Eligible,132,2897950,6,Midrange,Short,2 Wheeler
110487,2020,Tata Motors,450X,BEV,Eligible,403,3593478,6,Premium,Long,2 Wheeler
110488,2020,Mahindra Electric,Iqube,BEV,Eligible,320,4136266,6,Premium,Medium,2 Wheeler
110489,2020,Mahindra Electric,Zs Ev,PHEV,Not Eligible,508,3446151,6,Premium,Long,4 Wheeler
110490,2020,Tata Motors,Atto 3,BEV,Eligible,475,2411989,6,Midrange,Long,4 Wheeler
110491,2020,Mg Motor India,Atto 3,BEV,Eligible,280,4429367,6,Premium,Medium,4 Wheeler
110492,2020,Hyundai Ev,Iqube,BEV,Eligible,236,3012788,6,Premium,Medium,2 Wheeler
110493,2020,Byd India,Zs Ev,BEV,Eligible,490,1681018,6,Midrange,Long,4 Wheeler
110494,2020,Tvs Motor,450X,BEV,Not Eligible,428,2523021,6,Midrange,Long,2 Wheeler
110495,2020,Ola Electric,450X,BEV,Eligible,453,1175544,6,Budget,Long,2 Wheeler
110496,2020,Mg Motor India,450X,BEV,Eligible,346,1423664,6,Budget,Medium,2 Wheeler
110497,2020,Byd India,Nexon Ev,BEV,Eligible,253,4413680,6,Premium,Medium,4 Wheeler
110498,2020,Byd India,Nexon Ev,BEV,Eligible,201,1463188,6,Budget,Medium,4 Wheeler
110499,2020,Byd India,Kona Ev,BEV,Eligible,197,3169339,6,Premium,Short,4 Wheeler
110500,2020,Tata Motors,S1 Pro,BEV,Eligible,102,1444619,6,Budget,Short,2 Wheeler
110501,2020,Mahindra Electric,Nexon Ev,BEV,Eligible,307,1607664,6,Midrange,Medium,4 Wheeler
110502,2020,Mg Motor India,Kona Ev,BEV,Eligible,454,2299862,6,Midrange,Long,4 Wheeler
110503,2020,Tvs Motor,S1 Pro,BEV,Eligible,203,2018947,6,Midrange,Medium,2 Wheeler
110504,2020,Ather Energy,450X,BEV,Eligible,433,1157396,6,Budget,Long,2 Wheeler
110505,2020,Tvs Motor,Kona Ev,BEV,Not Eligible,305,1845474,6,Midrange,Medium,4 Wheeler
110506,2020,Ola Electric,Zs Ev,BEV,Eligible,409,2843171,6,Midrange,Long,4 Wheeler
110507,2020,Tata Motors,450X,BEV,Eligible,319,3066412,6,Premium,Medium,2 Wheeler
110508,2020,Ola Electric,Iqube,PHEV,Eligible,137,2223491,6,Midrange,Short,2 Wheeler
110509,2020,Tvs Motor,Nexon Ev,BEV,Eligible,181,3063756,6,Premium,Short,4 Wheeler
110510,2020,Hyundai Ev,450X,BEV,Eligible,283,2739579,6,Midrange,Medium,2 Wheeler
110511,2020,Mahindra Electric,Atto 3,PHEV,Eligible,233,3157487,6,Premium,Medium,4 Wheeler
110512,2020,Mg Motor India,Xuv400,PHEV,Eligible,251,1397193,6,Budget,Medium,4 Wheeler
110513,2020,Mg Motor India,Zs Ev,BEV,Eligible,276,1371232,6,Budget,Medium,4 Wheeler
110514,2020,Byd India,Atto 3,BEV,Not Eligible,158,4414378,6,Premium,Short,4 Wheeler
110515,2020,Tata Motors,450X,BEV,Eligible,251,2987137,6,Midrange,Medium,2 Wheeler
110516,2020,Byd India,S1 Pro,BEV,Eligible,184,3435314,6,Premium,Short,2 Wheeler
110517,2020,Hyundai Ev,Xuv400,BEV,Eligible,441,1744705,6,Midrange,Long,4 Wheeler
110518,2020,Ather Energy,450X,BEV,Eligible,126,1086042,6,Budget,Short,2 Wheeler
110519,2020,Hyundai Ev,450X,BEV,Eligible,273,4388141,6,Premium,Medium,2 Wheeler
110520,2020,Tvs Motor,Zs Ev,BEV,Not Eligible,305,2808489,6,Midrange,Medium,4 Wheeler
110521,2020,Ola Electric,Nexon Ev,BEV,Eligible,357,4305087,6,Premium,Medium,4 Wheeler
110522,2020,Ola Electric,Nexon Ev,BEV,Eligible,465,3648429,6,Premium,Long,4 Wheeler
110523,2020,Byd India,Kona Ev,BEV,Eligible,143,3580608,6,Premium,Short,4 Wheeler
110524,2020,Ather Energy,Zs Ev,BEV,Not Eligible,378,1156402,6,Budget,Medium,4 Wheeler
110525,2020,Hyundai Ev,Zs Ev,BEV,Not Eligible,415,2421616,6,Midrange,Long,4 Wheeler
110526,2020,Tvs Motor,S1 Pro,BEV,Eligible,212,2869010,6,Midrange,Medium,2 Wheeler
110527,2020,Mahindra Electric,Zs Ev,BEV,Eligible,138,2655397,6,Midrange,Short,4 Wheeler
110528,2020,Tvs Motor,S1 Pro,BEV,Eligible,199,3237151,6,Premium,Short,2 Wheeler
110529,2020,Ather Energy,450X,BEV,Eligible,463,1334010,6,Budget,Long,2 Wheeler
110530,2020,Mg Motor India,S1 Pro,BEV,Eligible,226,3820228,6,Premium,Medium,2 Wheeler
110531,2020,Mg Motor India,Atto 3,PHEV,Eligible,138,1550372,6,Midrange,Short,4 Wheeler
110532,2020,Mg Motor India,S1 Pro,PHEV,Not Eligible,416,2832867,6,Midrange,Long,2 Wheeler
110533,2020,Mg Motor India,S1 Pro,BEV,Eligible,331,3157901,6,Premium,Medium,2 Wheeler
110534,2020,Ola Electric,Iqube,BEV,Eligible,309,1319460,6,Budget,Medium,2 Wheeler
110535,2020,Ola Electric,Iqube,BEV,Eligible,325,3631405,6,Premium,Medium,2 Wheeler
110536,2020,Byd India,Iqube,BEV,Not Eligible,335,4261356,6,Premium,Medium,2 Wheeler
110537,2020,Mg Motor India,Xuv400,BEV,Eligible,426,2831189,6,Midrange,Long,4 Wheeler
110538,2020,Mg Motor India,Xuv400,BEV,Eligible,338,4186225,6,Premium,Medium,4 Wheeler
110539,2020,Byd India,Zs Ev,PHEV,Eligible,517,2866909,6,Midrange,Long,4 Wheeler
110540,2020,Mg Motor India,Kona Ev,BEV,Eligible,321,2472423,6,Midrange,Medium,4 Wheeler
110541,2020,Byd India,Zs Ev,BEV,Eligible,239,3428520,6,Premium,Medium,4 Wheeler
110542,2020,Hyundai Ev,Zs Ev,BEV,Eligible,198,1400446,6,Budget,Short,4 Wheeler
110543,2020,Ather Energy,Atto 3,BEV,Eligible,145,3077336,6,Premium,Short,4 Wheeler
110544,2020,Tata Motors,Atto 3,BEV,Eligible,208,3931886,6,Premium,Medium,4 Wheeler
110545,2020,Mg Motor India,Xuv400,BEV,Eligible,385,3919638,6,Premium,Medium,4 Wheeler
110546,2020,Ola Electric,Atto 3,PHEV,Eligible,246,1057657,6,Budget,Medium,4 Wheeler
110547,2020,Mg Motor India,Xuv400,BEV,Not Eligible,478,3550548,6,Premium,Long,4 Wheeler
110548,2020,Ather Energy,Atto 3,BEV,Eligible,202,3222957,6,Premium,Medium,4 Wheeler
110549,2020,Byd India,Xuv400,BEV,Eligible,143,2575819,6,Midrange,Short,4 Wheeler
110550,2020,Byd India,S1 Pro,BEV,Eligible,322,907120,6,Budget,Medium,2 Wheeler
110551,2020,Hyundai Ev,Xuv400,BEV,Not Eligible,268,985698,6,Budget,Medium,4 Wheeler
110552,2020,Ola Electric,Xuv400,BEV,Eligible,307,2286966,6,Midrange,Medium,4 Wheeler
110553,2020,Mg Motor India,Xuv400,BEV,Not Eligible,304,4257977,6,Premium,Medium,4 Wheeler
110554,2020,Byd India,Iqube,PHEV,Eligible,262,2072111,6,Midrange,Medium,2 Wheeler
110555,2020,Byd India,S1 Pro,PHEV,Not Eligible,155,3172200,6,Premium,Short,2 Wheeler
110556,2020,Mahindra Electric,Iqube,BEV,Not Eligible,517,2583220,6,Midrange,Long,2 Wheeler
110557,2020,Tvs Motor,Iqube,PHEV,Eligible,338,3008580,6,Premium,Medium,2 Wheeler
110558,2020,Mahindra Electric,Iqube,PHEV,Not Eligible,190,1653497,6,Midrange,Short,2 Wheeler
110559,2020,Tvs Motor,Atto 3,BEV,Eligible,138,3680217,6,Premium,Short,4 Wheeler
110560,2020,Byd India,Iqube,BEV,Eligible,196,2670223,6,Midrange,Short,2 Wheeler
110561,2020,Ather Energy,450X,BEV,Eligible,93,2157518,6,Midrange,Short,2 Wheeler
110562,2020,Ather Energy,S1 Pro,BEV,Eligible,237,2712850,6,Midrange,Medium,2 Wheeler
110563,2020,Byd India,450X,BEV,Eligible,154,1309734,6,Budget,Short,2 Wheeler
110564,2020,Ather Energy,Nexon Ev,BEV,Not Eligible,511,3048591,6,Premium,Long,4 Wheeler
110565,2020,Byd India,Xuv400,PHEV,Eligible,213,1720122,6,Midrange,Medium,4 Wheeler
110566,2020,Mg Motor India,Atto 3,BEV,Eligible,468,2610761,6,Midrange,Long,4 Wheeler
110567,2020,Mahindra Electric,Zs Ev,BEV,Eligible,194,1215234,6,Budget,Short,4 Wheeler
110568,2020,Mg Motor India,450X,BEV,Not Eligible,471,4432444,6,Premium,Long,2 Wheeler
110569,2020,Tata Motors,Atto 3,BEV,Eligible,247,2388406,6,Midrange,Medium,4 Wheeler
110570,2020,Byd India,S1 Pro,BEV,Eligible,463,1665323,6,Midrange,Long,2 Wheeler
110571,2020,Tvs Motor,Nexon Ev,BEV,Not Eligible,231,1269308,6,Budget,Medium,4 Wheeler
110572,2020,Byd India,450X,BEV,Eligible,167,1159708,6,Budget,Short,2 Wheeler
110573,2020,Hyundai Ev,Atto 3,BEV,Eligible,457,1655829,6,Midrange,Long,4 Wheeler
110574,2020,Byd India,Atto 3,BEV,Eligible,461,1704471,6,Midrange,Long,4 Wheeler
110575,2020,Ola Electric,Atto 3,BEV,Eligible,122,4390008,6,Premium,Short,4 Wheeler
110576,2020,Tvs Motor,450X,BEV,Eligible,400,3543481,6,Premium,Long,2 Wheeler
110577,2020,Tata Motors,Nexon Ev,PHEV,Eligible,173,3209156,6,Premium,Short,4 Wheeler
110578,2020,Tata Motors,Kona Ev,BEV,Eligible,179,3174836,6,Premium,Short,4 Wheeler
110579,2020,Mg Motor India,450X,BEV,Not Eligible,89,2027272,6,Midrange,Short,2 Wheeler
110580,2020,Mahindra Electric,Atto 3,BEV,Eligible,312,1992763,6,Midrange,Medium,4 Wheeler
110581,2020,Mg Motor India,S1 Pro,BEV,Not Eligible,195,3488509,6,Premium,Short,2 Wheeler
110582,2020,Tvs Motor,Atto 3,PHEV,Eligible,270,3939094,6,Premium,Medium,4 Wheeler
110583,2020,Ola Electric,S1 Pro,BEV,Not Eligible,389,2108143,6,Midrange,Medium,2 Wheeler
110584,2020,Tata Motors,450X,BEV,Eligible,147,4471336,6,Premium,Short,2 Wheeler
110585,2020,Byd India,Nexon Ev,BEV,Eligible,190,4426641,6,Premium,Short,4 Wheeler
110586,2020,Ola Electric,Atto 3,BEV,Eligible,415,2569931,6,Midrange,Long,4 Wheeler
110587,2020,Ola Electric,Iqube,BEV,Not Eligible,334,4145886,6,Premium,Medium,2 Wheeler
110588,2020,Tvs Motor,Kona Ev,BEV,Eligible,412,4095307,6,Premium,Long,4 Wheeler
110589,2020,Byd India,Atto 3,BEV,Not Eligible,311,3129904,6,Premium,Medium,4 Wheeler
110590,2020,Byd India,Atto 3,BEV,Eligible,364,3202218,6,Premium,Medium,4 Wheeler
110591,2020,Mahindra Electric,450X,PHEV,Eligible,316,4491702,6,Premium,Medium,2 Wheeler
110592,2020,Hyundai Ev,450X,BEV,Eligible,81,3068149,6,Premium,Short,2 Wheeler
110593,2020,Tata Motors,Xuv400,BEV,Not Eligible,466,2013437,6,Midrange,Long,4 Wheeler
110594,2020,Byd India,Atto 3,BEV,Eligible,108,2626255,6,Midrange,Short,4 Wheeler
110595,2020,Ola Electric,Iqube,PHEV,Eligible,184,3621544,6,Premium,Short,2 Wheeler
110596,2020,Byd India,Xuv400,BEV,Not Eligible,181,3599382,6,Premium,Short,4 Wheeler
110597,2020,Mg Motor India,S1 Pro,PHEV,Eligible,282,2060262,6,Midrange,Medium,2 Wheeler
110598,2020,Mahindra Electric,Zs Ev,BEV,Not Eligible,300,1040183,6,Budget,Medium,4 Wheeler
110599,2020,Mg Motor India,Zs Ev,BEV,Eligible,440,3150635,6,Premium,Long,4 Wheeler
110600,2020,Ola Electric,Atto 3,PHEV,Eligible,459,2071710,6,Midrange,Long,4 Wheeler
110601,2020,Ola Electric,Kona Ev,BEV,Eligible,495,1968036,6,Midrange,Long,4 Wheeler
110602,2020,Mahindra Electric,450X,BEV,Eligible,310,2089603,6,Midrange,Medium,2 Wheeler
110603,2020,Byd India,Xuv400,BEV,Eligible,196,3569304,6,Premium,Short,4 Wheeler
110604,2020,Ather Energy,450X,BEV,Eligible,405,1864782,6,Midrange,Long,2 Wheeler
110605,2020,Mahindra Electric,Nexon Ev,BEV,Not Eligible,375,2367389,6,Midrange,Medium,4 Wheeler
110606,2020,Ola Electric,Kona Ev,BEV,Eligible,339,1205064,6,Budget,Medium,4 Wheeler
110607,2020,Mg Motor India,Atto 3,BEV,Eligible,454,3442094,6,Premium,Long,4 Wheeler
110608,2020,Tata Motors,Kona Ev,BEV,Eligible,510,1764253,6,Midrange,Long,4 Wheeler
110609,2020,Tata Motors,Atto 3,BEV,Not Eligible,315,2606905,6,Midrange,Medium,4 Wheeler
110610,2020,Byd India,Zs Ev,BEV,Not Eligible,317,989949,6,Budget,Medium,4 Wheeler
110611,2020,Tata Motors,Kona Ev,BEV,Eligible,478,1795178,6,Midrange,Long,4 Wheeler
110612,2020,Tvs Motor,Nexon Ev,BEV,Eligible,219,4190031,6,Premium,Medium,4 Wheeler
110613,2020,Byd India,Zs Ev,PHEV,Eligible,160,4217448,6,Premium,Short,4 Wheeler
110614,2020,Tvs Motor,Kona Ev,BEV,Eligible,262,3724113,6,Premium,Medium,4 Wheeler
110615,2020,Mahindra Electric,Kona Ev,BEV,Eligible,263,1288183,6,Budget,Medium,4 Wheeler
110616,2020,Ola Electric,Kona Ev,BEV,Not Eligible,439,3501131,6,Premium,Long,4 Wheeler
110617,2020,Ather Energy,Nexon Ev,BEV,Eligible,497,2523332,6,Midrange,Long,4 Wheeler
110618,2020,Tata Motors,Kona Ev,BEV,Eligible,215,3049117,6,Premium,Medium,4 Wheeler
110619,2020,Ather Energy,Xuv400,BEV,Eligible,278,3760031,6,Premium,Medium,4 Wheeler
110620,2020,Tvs Motor,Zs Ev,BEV,Eligible,254,1516589,6,Midrange,Medium,4 Wheeler
110621,2020,Byd India,450X,BEV,Eligible,436,2153165,6,Midrange,Long,2 Wheeler
110622,2020,Tata Motors,Atto 3,BEV,Eligible,108,1523988,6,Midrange,Short,4 Wheeler
110623,2020,Mg Motor India,Xuv400,BEV,Not Eligible,340,2407758,6,Midrange,Medium,4 Wheeler
110624,2020,Byd India,Atto 3,PHEV,Eligible,109,2367265,6,Midrange,Short,4 Wheeler
110625,2020,Tvs Motor,Nexon Ev,BEV,Not Eligible,244,1442877,6,Budget,Medium,4 Wheeler
110626,2020,Ola Electric,Nexon Ev,PHEV,Eligible,146,4309294,6,Premium,Short,4 Wheeler
110627,2020,Mg Motor India,450X,BEV,Not Eligible,155,2780384,6,Midrange,Short,2 Wheeler
110628,2020,Ola Electric,Nexon Ev,BEV,Eligible,376,3563728,6,Premium,Medium,4 Wheeler
110629,2020,Byd India,Atto 3,BEV,Eligible,212,1881564,6,Midrange,Medium,4 Wheeler
110630,2020,Tata Motors,Zs Ev,BEV,Eligible,235,4361668,6,Premium,Medium,4 Wheeler
110631,2020,Byd India,450X,BEV,Eligible,417,3362080,6,Premium,Long,2 Wheeler
110632,2020,Hyundai Ev,Atto 3,BEV,Eligible,210,3426714,6,Premium,Medium,4 Wheeler
110633,2020,Ather Energy,Kona Ev,PHEV,Eligible,348,2923294,6,Midrange,Medium,4 Wheeler
110634,2020,Mahindra Electric,Xuv400,BEV,Not Eligible,136,2560918,6,Midrange,Short,4 Wheeler
110635,2020,Ola Electric,Atto 3,BEV,Eligible,257,1204965,6,Budget,Medium,4 Wheeler
110636,2020,Tata Motors,Zs Ev,BEV,Not Eligible,89,2790945,6,Midrange,Short,4 Wheeler
110637,2020,Hyundai Ev,Zs Ev,BEV,Eligible,170,3320107,6,Premium,Short,4 Wheeler
110638,2020,Hyundai Ev,Nexon Ev,PHEV,Eligible,300,4032549,6,Premium,Medium,4 Wheeler
110639,2020,Mg Motor India,Xuv400,BEV,Not Eligible,167,4447562,6,Premium,Short,4 Wheeler
110640,2020,Tata Motors,Nexon Ev,BEV,Not Eligible,443,2231498,6,Midrange,Long,4 Wheeler
110641,2020,Ola Electric,Nexon Ev,PHEV,Eligible,149,3938392,6,Premium,Short,4 Wheeler
110642,2020,Ather Energy,Zs Ev,BEV,Not Eligible,239,1519758,6,Midrange,Medium,4 Wheeler
110643,2020,Ola Electric,Xuv400,BEV,Eligible,282,3041499,6,Premium,Medium,4 Wheeler
110644,2020,Tata Motors,Iqube,BEV,Not Eligible,111,2944907,6,Midrange,Short,2 Wheeler
110645,2020,Ola Electric,Iqube,BEV,Eligible,382,3933700,6,Premium,Medium,2 Wheeler
110646,2020,Ola Electric,S1 Pro,BEV,Eligible,327,3004573,6,Premium,Medium,2 Wheeler
110647,2020,Tata Motors,Kona Ev,BEV,Not Eligible,119,3624623,6,Premium,Short,4 Wheeler
110648,2020,Tata Motors,Iqube,BEV,Eligible,198,3134118,6,Premium,Short,2 Wheeler
110649,2020,Byd India,Atto 3,BEV,Eligible,136,1048112,6,Budget,Short,4 Wheeler
110650,2020,Tata Motors,Iqube,BEV,Eligible,239,1681209,6,Midrange,Medium,2 Wheeler
110651,2020,Tvs Motor,Kona Ev,BEV,Eligible,106,4066291,6,Premium,Short,4 Wheeler
110652,2020,Mg Motor India,Zs Ev,PHEV,Eligible,91,1731030,6,Midrange,Short,4 Wheeler
110653,2020,Tvs Motor,Zs Ev,BEV,Eligible,170,3216602,6,Premium,Short,4 Wheeler
110654,2020,Ather Energy,S1 Pro,BEV,Eligible,476,4055680,6,Premium,Long,2 Wheeler
110655,2020,Tata Motors,Zs Ev,BEV,Eligible,108,2252668,6,Midrange,Short,4 Wheeler
110656,2020,Byd India,Nexon Ev,BEV,Eligible,198,2461354,6,Midrange,Short,4 Wheeler
110657,2020,Ola Electric,Atto 3,BEV,Not Eligible,405,3928159,6,Premium,Long,4 Wheeler
110658,2020,Ola Electric,450X,BEV,Eligible,269,3536098,6,Premium,Medium,2 Wheeler
110659,2020,Ola Electric,Kona Ev,BEV,Eligible,494,4337494,6,Premium,Long,4 Wheeler
110660,2020,Mg Motor India,Nexon Ev,BEV,Eligible,115,1412121,6,Budget,Short,4 Wheeler
110661,2020,Tvs Motor,Zs Ev,BEV,Eligible,417,4363270,6,Premium,Long,4 Wheeler
110662,2020,Mahindra Electric,Xuv400,BEV,Eligible,430,3278617,6,Premium,Long,4 Wheeler
110663,2020,Mg Motor India,Kona Ev,BEV,Eligible,409,2665217,6,Midrange,Long,4 Wheeler
110664,2020,Tvs Motor,450X,BEV,Eligible,474,2782496,6,Midrange,Long,2 Wheeler
110665,2020,Byd India,Zs Ev,PHEV,Not Eligible,416,3765559,6,Premium,Long,4 Wheeler
110666,2020,Hyundai Ev,450X,BEV,Eligible,292,2581168,6,Midrange,Medium,2 Wheeler
110667,2020,Tvs Motor,Kona Ev,BEV,Eligible,349,3776905,6,Premium,Medium,4 Wheeler
110668,2020,Tata Motors,Nexon Ev,BEV,Not Eligible,434,1509072,6,Midrange,Long,4 Wheeler
110669,2020,Byd India,S1 Pro,BEV,Not Eligible,412,3173912,6,Premium,Long,2 Wheeler
110670,2020,Mahindra Electric,450X,BEV,Eligible,165,3066465,6,Premium,Short,2 Wheeler
110671,2020,Ather Energy,Xuv400,BEV,Not Eligible,82,2623191,6,Midrange,Short,4 Wheeler
110672,2020,Ola Electric,S1 Pro,BEV,Not Eligible,297,3304847,6,Premium,Medium,2 Wheeler
110673,2020,Ather Energy,Nexon Ev,PHEV,Not Eligible,350,3249522,6,Premium,Medium,4 Wheeler
110674,2020,Mahindra Electric,Kona Ev,BEV,Eligible,230,2398155,6,Midrange,Medium,4 Wheeler
110675,2020,Byd India,450X,BEV,Eligible,397,1468527,6,Budget,Medium,2 Wheeler
110676,2020,Ola Electric,Zs Ev,BEV,Eligible,377,3831637,6,Premium,Medium,4 Wheeler
110677,2020,Mahindra Electric,Nexon Ev,BEV,Eligible,346,4216227,6,Premium,Medium,4 Wheeler
110678,2020,Ola Electric,Atto 3,BEV,Not Eligible,485,4108073,6,Premium,Long,4 Wheeler
110679,2020,Byd India,S1 Pro,BEV,Eligible,410,3000707,6,Premium,Long,2 Wheeler
110680,2020,Hyundai Ev,Kona Ev,BEV,Eligible,463,2983416,6,Midrange,Long,4 Wheeler
110681,2020,Hyundai Ev,Nexon Ev,BEV,Eligible,214,1613047,6,Midrange,Medium,4 Wheeler
110682,2020,Byd India,Xuv400,BEV,Eligible,465,1117422,6,Budget,Long,4 Wheeler
110683,2020,Hyundai Ev,450X,PHEV,Eligible,406,1206960,6,Budget,Long,2 Wheeler
110684,2020,Tvs Motor,Iqube,BEV,Not Eligible,252,2254422,6,Midrange,Medium,2 Wheeler
110685,2020,Tvs Motor,Iqube,BEV,Eligible,200,1019069,6,Budget,Medium,2 Wheeler
110686,2020,Mg Motor India,S1 Pro,BEV,Eligible,310,2629635,6,Midrange,Medium,2 Wheeler
110687,2020,Tvs Motor,450X,BEV,Eligible,478,3987382,6,Premium,Long,2 Wheeler
110688,2020,Ather Energy,450X,BEV,Eligible,476,4447743,6,Premium,Long,2 Wheeler
110689,2020,Mahindra Electric,Zs Ev,BEV,Eligible,301,3536937,6,Premium,Medium,4 Wheeler
110690,2020,Mahindra Electric,Kona Ev,PHEV,Not Eligible,349,1704865,6,Midrange,Medium,4 Wheeler
110691,2020,Ather Energy,Kona Ev,BEV,Eligible,353,4387686,6,Premium,Medium,4 Wheeler
110692,2020,Ola Electric,Iqube,BEV,Not Eligible,501,3133739,6,Premium,Long,2 Wheeler
110693,2020,Tvs Motor,450X,BEV,Eligible,231,1161835,6,Budget,Medium,2 Wheeler
110694,2020,Mg Motor India,Xuv400,BEV,Eligible,359,939044,6,Budget,Medium,4 Wheeler
110695,2020,Ola Electric,Iqube,BEV,Eligible,444,1067020,6,Budget,Long,2 Wheeler
